age,education-num,hours-per-week,capital-gain,capital-loss,sex,married,income
45,9,44,0,0,1,1,1
28,10,55,0,0,1,1,0
44,10,35,0,0,0,1,0
48,9,38,7298,0,1,1,1
27,9,70,0,0,0,1,0
34,9,40,0,0,1,1,0
35,9,40,0,0,1,1,0
28,9,40,0,0,1,1,0
25,15,30,0,0,0,1,0
21,10,20,0,0,0,1,0
18,7,15,0,0,1,1,0
63,4,10,0,0,0,0,0
18,7,8,0,0,0,1,0
32,9,40,0,0,1,1,0
25,7,40,0,0,0,1,0
19,7,20,0,0,1,1,0
23,10,60,0,0,1,1,0
38,14,40,0,0,1,1,0
36,14,60,0,1977,1,1,1
43,9,35,0,1762,0,0,0
45,13,40,0,0,1,1,1
30,9,40,0,0,1,1,0
46,9,40,4064,0,1,1,0
24,10,25,0,0,0,0,0
42,10,40,0,2444,0,1,1
23,10,40,0,0,0,1,0
27,9,50,0,0,1,1,0
48,10,40,0,0,1,1,0
31,9,44,0,0,1,1,0
31,2,25,0,0,0,1,0
18,8,25,0,0,0,1,0
36,9,40,0,0,0,1,0
58,13,50,7688,0,1,1,1
51,9,40,0,1579,1,1,0
22,9,40,0,0,0,1,0
72,6,15,0,0,1,1,0
61,6,55,0,0,1,1,0
42,10,40,3908,0,1,1,0
37,9,40,0,0,0,0,0
30,9,50,0,0,1,1,1
40,12,40,0,0,0,0,0
20,9,40,0,0,1,1,0
65,13,15,0,0,1,1,0
36,10,40,0,0,0,0,0
37,9,40,0,0,1,1,0
33,10,60,0,0,1,1,0
64,9,40,0,0,0,0,0
61,13,20,0,0,1,1,1
38,13,45,0,0,0,1,0
27,13,50,0,1977,1,1,1
24,13,40,0,0,0,1,0
39,13,40,0,0,1,1,1
44,13,40,0,0,1,1,1
47,10,40,0,0,0,0,0
73,15,40,0,0,1,1,0
66,13,40,0,0,1,1,0
53,10,50,0,0,1,1,1
43,13,55,0,0,1,1,1
57,16,40,0,0,1,1,1
44,12,45,0,0,0,0,0
59,13,50,0,2002,1,1,0
52,9,40,0,0,0,0,0
46,10,40,0,0,1,1,0
20,10,40,0,0,0,1,0
37,9,40,0,0,1,1,1
41,10,50,0,0,1,1,0
39,9,40,0,1628,1,1,0
30,9,55,0,0,1,1,0
59,10,56,0,0,1,0,0
22,13,40,0,0,0,1,0
40,9,30,0,0,0,0,0
39,13,50,0,0,1,1,0
24,6,58,0,0,0,0,0
63,9,40,0,0,1,1,1
51,12,40,0,0,0,0,0
34,13,50,0,0,1,1,0
38,11,50,0,0,1,1,1
17,7,15,0,0,0,1,0
20,10,25,0,0,0,1,0
42,9,40,0,0,1,1,0
41,13,12,0,0,0,1,1
56,9,40,0,0,1,1,0
17,6,5,0,0,1,1,0
31,13,43,7688,0,0,1,1
23,10,40,0,0,0,1,0
33,10,40,0,0,1,1,0
36,13,40,0,0,1,0,0
37,3,40,0,0,1,1,0
52,9,40,0,0,0,0,0
28,9,50,0,0,1,1,0
59,9,40,0,0,1,1,0
30,6,40,0,0,1,1,0
32,11,40,0,0,1,1,0
30,4,50,0,0,1,1,0
53,9,40,0,0,1,1,0
54,6,36,0,0,1,1,0
26,13,50,0,0,1,1,0
34,13,40,0,2339,1,1,0
31,11,40,0,0,0,0,0
34,9,40,0,0,1,1,0
58,9,39,4787,0,1,0,1
30,9,40,0,0,1,1,0
53,9,40,0,0,1,1,0
27,10,20,0,0,0,0,0
23,3,40,0,0,1,1,0
24,11,45,0,0,1,1,0
36,13,35,0,1977,1,1,1
33,9,35,0,0,0,0,0
22,10,10,0,0,0,1,0
47,9,44,0,0,1,1,0
34,12,50,0,1902,1,1,1
44,15,40,0,0,1,0,1
41,11,45,0,0,0,1,0
45,9,4,0,0,1,0,0
24,9,44,0,0,1,1,0
65,13,40,0,0,1,1,0
45,13,50,0,0,0,0,0
23,13,55,0,0,1,1,0
54,9,40,0,0,1,1,0
40,7,37,0,0,0,1,0
45,3,35,0,0,0,0,0
50,9,40,0,0,1,1,0
40,12,25,0,0,1,1,0
24,10,40,0,0,1,1,0
42,9,40,0,1672,1,1,0
50,10,60,0,0,1,1,1
58,10,40,0,0,1,0,0
47,10,46,0,0,1,1,0
37,16,99,0,0,1,1,1
37,9,35,0,0,1,1,0
22,12,45,0,0,1,1,0
29,9,48,0,0,1,1,0
45,13,40,0,0,1,1,1
49,10,60,0,0,1,1,0
44,11,40,4386,0,1,1,1
72,9,16,0,0,0,0,0
63,9,12,0,0,1,1,0
26,9,50,0,0,1,1,0
58,11,42,0,0,1,1,0
40,9,50,0,0,1,1,0
56,10,40,0,0,1,1,0
55,10,72,0,0,1,1,0
28,13,45,0,0,0,1,0
57,9,40,0,0,0,1,0
37,14,45,0,0,1,0,1
44,9,40,0,0,0,0,0
31,9,40,0,0,1,1,0
42,10,40,0,0,1,1,0
18,10,25,0,0,0,1,0
57,6,40,0,0,1,1,0
53,10,35,0,0,1,1,0
38,9,44,0,0,1,1,1
33,9,50,0,0,0,0,0
42,14,40,0,0,0,0,0
70,9,60,0,0,1,1,0
50,9,50,0,0,1,1,0
50,9,40,0,0,1,1,0
28,12,40,0,0,1,1,0
72,7,8,0,0,0,0,0
33,9,40,0,0,1,1,0
47,9,25,0,0,1,1,0
48,10,40,0,0,1,1,1
64,13,24,0,0,1,1,1
19,7,35,0,0,0,1,0
48,11,40,0,0,0,0,0
37,9,48,0,1848,1,1,1
55,9,35,15024,0,1,1,1
24,14,45,0,0,0,1,0
42,9,40,0,0,0,0,0
43,9,50,0,0,0,1,1
34,12,40,0,0,0,1,0
55,14,60,0,0,1,1,0
22,9,40,0,0,1,1,0
39,10,60,0,0,0,0,0
50,13,35,0,0,1,1,0
47,10,40,0,1887,1,1,1
25,13,20,0,0,0,1,0
52,7,20,0,0,0,0,0
30,9,40,0,0,1,1,0
37,9,50,0,0,1,0,0
73,9,20,0,0,1,1,0
50,4,60,0,0,1,0,0
34,10,45,0,0,1,1,0
24,12,40,0,0,1,1,0
66,10,24,0,0,1,1,1
22,9,55,0,0,1,1,0
69,6,25,0,0,1,1,0
23,9,40,0,0,1,1,0
55,13,40,0,0,0,0,0
35,10,30,0,0,0,0,0
20,10,35,0,0,0,1,0
70,10,20,0,0,1,1,1
54,11,40,7688,0,1,1,1
34,9,40,0,0,1,1,0
38,16,45,0,0,1,1,1
33,4,40,0,0,1,0,0
43,9,26,0,0,0,0,0
60,10,40,0,0,1,1,0
81,13,3,0,1668,0,0,0
32,9,55,0,0,1,1,0
34,9,45,0,0,1,1,0
46,14,25,0,0,1,1,0
30,10,84,0,0,1,1,0
23,9,20,0,0,0,1,0
29,10,40,0,0,1,1,0
51,9,60,0,0,1,1,0
31,4,25,0,0,1,1,0
36,9,36,0,0,0,1,0
23,10,22,0,0,1,1,0
35,9,30,0,0,1,1,0
28,14,40,0,0,0,1,0
33,13,40,0,0,1,1,1
40,10,40,0,0,1,1,0
27,10,45,0,0,1,1,0
38,9,40,0,0,1,1,1
47,11,40,0,1669,0,0,0
25,10,56,0,0,0,1,1
45,13,50,7688,0,1,1,1
38,10,40,0,0,0,1,0
66,10,40,0,0,1,1,1
65,10,40,0,0,0,1,0
30,11,40,0,0,1,1,1
54,7,43,0,0,0,1,0
49,8,40,0,0,0,0,0
41,11,15,0,0,0,1,1
48,9,40,0,0,1,1,1
23,3,12,0,0,0,1,0
77,9,25,0,0,1,1,0
19,10,20,0,0,0,1,0
30,9,30,0,0,0,1,0
41,13,55,0,1902,1,1,1
35,9,55,0,0,1,1,1
20,10,40,0,0,0,1,0
66,13,40,10605,0,1,1,1
49,9,40,0,0,0,1,0
52,13,45,0,0,1,1,1
24,14,35,0,0,0,1,1
50,9,15,0,0,1,1,0
22,7,65,0,0,1,1,0
19,10,20,0,0,1,1,0
39,7,30,0,0,0,1,0
45,13,38,0,0,1,1,0
61,13,30,0,0,1,0,0
45,12,55,0,0,1,0,0
36,13,40,0,0,1,1,0
40,14,45,0,2415,1,1,1
38,9,50,0,0,1,1,0
52,10,40,0,0,1,1,0
29,11,42,0,0,1,1,1
33,9,40,0,0,1,1,0
40,10,40,0,0,1,1,0
34,9,55,0,0,1,1,0
46,13,50,0,0,1,0,1
44,14,45,15024,0,1,1,1
19,9,13,0,0,0,1,0
44,9,40,0,0,0,1,1
40,9,40,0,0,1,1,0
20,10,2,0,0,0,1,0
24,12,30,0,0,1,1,0
76,9,17,0,0,1,0,0
20,9,40,0,0,1,1,0
33,15,40,0,0,1,1,1
31,10,40,0,0,1,1,0
33,9,40,0,0,0,0,0
19,9,35,0,0,1,1,0
29,13,50,0,1590,1,1,0
30,9,45,0,0,1,1,0
48,14,50,99999,0,1,0,1
42,13,40,0,0,1,1,0
37,7,40,0,0,1,1,0
54,9,60,7688,0,1,1,1
42,12,42,7688,0,1,1,1
28,9,28,0,0,0,1,0
42,10,52,0,0,1,1,1
60,14,40,3103,0,0,1,1
76,9,25,0,0,0,0,0
21,11,40,0,0,0,1,0
29,10,40,0,0,1,1,0
43,13,40,0,0,1,1,1
44,9,38,0,0,1,0,0
45,13,35,4687,0,0,0,1
38,10,40,0,0,0,1,0
28,10,50,0,0,1,1,1
29,9,40,0,0,0,1,0
20,10,40,0,0,1,1,0
49,14,40,0,0,1,1,1
36,10,56,0,0,1,1,1
40,13,50,0,0,1,1,1
17,8,30,0,0,0,1,0
45,9,40,0,0,1,1,0
42,10,28,0,0,1,1,0
29,13,40,0,0,0,1,0
57,13,13,4386,0,1,1,1
23,13,40,0,0,1,1,0
20,10,40,0,0,0,1,0
23,9,24,0,0,1,1,0
39,9,40,0,0,1,1,0
34,10,40,0,0,1,1,1
43,13,45,0,0,1,1,0
25,10,40,0,0,1,1,0
40,10,60,0,0,1,1,0
52,9,25,0,0,1,0,0
48,9,36,0,0,0,0,0
37,11,6,0,0,0,1,0
36,9,50,0,0,1,1,0
33,11,40,0,0,1,1,0
36,9,40,0,0,0,1,1
24,13,10,0,0,1,1,0
42,9,40,0,0,1,0,0
35,12,40,0,0,1,1,0
40,9,22,0,0,0,0,0
50,15,40,0,0,1,1,0
40,14,50,0,0,1,1,1
22,9,40,0,0,1,1,0
57,9,40,0,0,1,1,0
51,9,40,0,0,1,1,1
61,9,35,0,0,0,1,0
71,9,20,0,0,0,0,0
47,9,40,0,0,1,1,1
38,13,45,0,0,0,1,0
25,13,65,0,0,1,1,0
33,7,50,0,0,1,1,0
40,7,52,0,0,0,0,0
39,7,40,0,0,0,1,0
29,9,40,2829,0,0,1,0
33,9,40,0,0,1,1,0
46,10,36,0,0,0,1,0
24,9,40,0,0,0,1,1
28,14,30,0,0,1,1,0
20,9,40,0,0,1,1,0
34,10,40,0,0,0,0,0
34,13,55,0,0,1,1,0
25,10,40,0,0,0,1,0
36,13,40,0,0,1,1,0
61,9,40,0,0,1,1,0
38,10,58,0,0,0,0,0
57,9,25,0,1719,0,0,0
20,9,40,0,0,0,1,0
56,9,10,0,0,0,1,0
24,13,40,0,0,0,1,0
60,10,48,0,0,0,0,0
37,10,50,0,0,1,1,0
27,10,40,0,0,1,1,1
54,10,28,0,0,1,0,0
40,9,30,0,0,1,1,0
18,8,15,0,0,1,1,0
51,9,40,0,0,1,1,1
40,10,50,0,0,1,1,1
64,9,8,0,0,1,1,0
24,9,40,2174,0,0,1,0
33,9,38,0,0,0,1,0
31,9,40,0,0,0,0,0
26,9,40,3103,0,1,1,1
54,13,40,14084,0,0,1,1
31,2,37,0,0,1,1,0
39,8,45,0,0,1,1,0
22,10,40,0,0,1,1,0
31,10,40,0,0,1,1,0
68,3,12,0,0,1,0,0
59,6,37,0,0,0,0,0
35,9,45,2829,0,1,1,0
25,13,40,0,0,1,1,0
23,9,40,0,0,1,1,0
35,10,60,0,0,1,0,0
17,6,30,0,0,1,1,0
19,10,45,0,0,1,1,0
53,14,55,0,1977,1,1,1
59,3,40,0,0,0,0,0
37,9,37,0,0,0,1,0
74,9,20,0,0,1,0,0
28,10,50,0,0,1,1,0
40,13,40,0,0,1,1,0
30,10,40,0,0,1,1,0
20,10,40,0,0,1,1,0
80,15,35,0,0,1,1,1
51,9,40,0,0,1,1,0
17,6,15,0,0,1,1,0
37,13,40,0,0,1,1,0
19,9,24,0,0,0,1,0
58,9,40,0,0,1,1,0
57,10,40,0,0,1,1,0
37,10,40,0,0,1,0,0
23,10,40,0,0,1,1,0
36,13,32,0,0,0,1,0
33,9,40,0,0,1,1,0
30,10,40,0,0,0,1,0
30,9,24,0,0,0,1,0
41,15,65,99999,0,1,1,1
57,10,60,0,0,1,1,1
23,9,40,0,0,1,1,0
40,15,50,14084,0,0,1,1
53,9,40,0,0,0,0,0
31,10,13,0,0,1,1,0
41,3,40,0,0,1,1,0
36,9,40,0,0,1,1,0
30,8,40,0,0,0,0,0
44,9,40,0,0,1,1,0
36,9,40,0,0,1,1,0
42,12,40,0,0,1,1,1
48,9,30,0,0,1,1,0
22,13,40,0,0,1,1,0
38,9,40,0,0,1,1,0
31,9,50,0,0,1,1,0
32,9,40,2174,0,1,0,0
35,9,40,0,0,1,1,0
21,10,43,0,0,1,1,0
26,9,40,0,0,1,1,0
19,9,40,0,0,0,1,0
43,9,42,0,0,0,1,1
33,9,60,0,0,1,1,0
30,13,10,0,0,1,1,0
52,6,45,0,0,1,1,0
38,13,40,0,0,1,1,1
28,13,46,0,0,1,1,1
57,12,40,0,0,1,1,0
51,13,50,0,0,1,1,1
50,5,48,0,0,1,1,0
32,13,50,0,0,1,1,1
32,13,48,0,2415,1,1,1
37,9,40,0,0,1,1,0
69,9,33,0,0,1,1,0
33,10,30,0,0,1,0,0
37,10,50,0,0,1,1,1
36,10,40,2463,0,1,1,0
47,9,45,0,0,1,1,1
63,6,40,0,0,1,1,0
21,10,65,0,0,1,1,0
17,9,35,0,0,1,1,0
56,9,40,0,0,1,0,0
90,12,20,0,0,1,1,0
27,10,38,0,0,0,0,0
38,9,20,0,0,0,0,0
33,12,50,0,0,1,1,0
26,9,40,0,0,0,1,0
20,10,35,0,0,0,1,0
42,7,40,0,0,1,1,0
55,9,40,0,0,0,0,0
32,10,40,0,0,0,1,0
66,13,40,20051,0,1,1,1
66,16,40,3273,0,0,0,0
49,10,40,0,0,0,0,0
34,9,45,0,0,1,0,0
38,13,50,0,0,1,1,1
40,9,40,0,0,1,1,0
22,12,20,0,0,1,1,0
46,9,40,0,0,1,1,0
29,9,50,0,0,1,1,0
19,8,20,0,0,1,1,0
71,9,40,0,0,0,0,0
37,13,35,1151,0,0,0,0
52,14,32,0,0,1,1,1
27,14,46,0,0,0,1,0
52,9,40,0,0,0,1,0
31,9,40,4101,0,1,1,0
37,10,50,0,0,1,1,1
28,9,40,0,0,1,1,0
25,4,40,0,0,1,1,0
31,10,50,0,0,1,1,0
29,9,40,0,0,1,1,0
45,9,35,0,0,0,0,0
69,4,20,0,0,1,1,0
50,7,40,0,0,1,1,0
54,16,46,0,0,1,1,1
17,5,20,0,0,0,1,0
34,9,35,14084,0,1,1,1
32,9,5,0,0,0,1,0
23,10,40,0,0,1,1,0
66,13,45,0,0,1,1,1
61,9,40,0,0,1,1,0
55,10,40,0,0,0,0,0
24,9,40,0,0,1,1,0
30,9,30,1151,0,1,0,0
49,11,45,0,0,1,0,1
21,10,3,0,0,0,1,0
56,9,50,0,0,1,1,1
25,9,40,0,0,1,1,0
49,13,40,0,0,1,0,0
58,13,40,0,0,1,1,1
40,13,40,0,0,1,1,0
62,14,45,0,0,0,0,0
54,13,25,0,0,1,1,1
34,11,40,0,0,0,1,0
18,6,30,0,0,1,1,0
28,7,40,0,0,0,1,0
32,9,40,0,0,1,1,0
22,13,35,0,0,0,1,0
34,13,48,0,0,1,1,0
53,13,30,0,0,1,1,1
47,9,40,0,0,1,1,0
19,10,40,0,0,0,1,0
41,10,55,0,2415,1,1,1
46,10,40,5013,0,0,1,0
56,4,20,0,0,1,0,0
42,9,40,0,0,0,0,0
25,13,35,0,2339,0,1,0
42,9,50,0,0,1,1,0
43,13,40,14344,0,0,0,1
17,7,12,0,1602,0,1,0
57,4,40,0,0,1,1,1
40,14,50,0,0,1,1,1
62,9,40,0,0,0,0,0
20,10,16,0,0,1,1,0
47,10,50,0,0,1,1,0
40,10,40,0,0,1,1,0
44,9,40,0,0,0,1,1
48,13,55,0,0,1,1,0
39,11,60,0,0,1,1,1
46,10,40,0,0,1,1,1
72,15,50,99999,0,1,1,1
53,9,30,0,0,1,1,0
47,10,40,0,0,1,1,1
40,9,45,0,0,1,0,0
34,9,40,0,0,1,0,0
41,9,40,0,0,1,1,0
41,9,40,0,0,1,1,0
20,10,35,0,0,1,1,0
42,2,60,0,0,1,1,0
54,13,50,0,0,1,1,0
39,13,40,0,0,0,1,0
37,9,40,0,0,1,0,0
59,16,40,0,0,1,1,0
69,3,40,1797,0,1,1,0
24,13,35,0,0,0,1,0
36,11,40,3103,0,1,1,1
21,10,30,0,0,1,1,0
68,9,32,0,0,1,0,0
20,10,40,0,0,1,0,0
26,11,35,0,0,0,1,0
48,8,50,0,0,0,0,0
39,15,50,0,1902,1,1,1
21,12,18,0,0,0,1,0
22,9,42,0,0,0,1,0
34,11,40,0,0,0,0,0
33,10,45,0,0,1,1,1
46,5,40,0,0,1,1,0
47,7,40,7298,0,1,1,1
65,13,40,0,0,1,1,1
23,9,40,0,0,1,1,0
28,10,30,0,0,0,1,0
34,9,60,0,0,1,0,1
20,10,40,0,0,1,1,0
28,7,40,0,0,1,1,0
52,13,60,0,0,1,1,0
40,14,38,0,0,0,1,1
22,13,7,0,0,0,1,0
29,9,45,0,0,1,1,0
31,4,60,0,0,1,1,0
42,14,40,0,1902,1,1,1
38,9,40,0,0,0,1,0
22,7,70,0,0,1,1,1
21,10,40,0,0,1,1,0
43,5,40,0,0,1,1,0
43,13,50,0,0,1,1,1
33,10,50,0,0,1,1,0
17,6,35,0,0,1,1,0
54,15,50,5178,0,1,1,1
45,9,40,0,0,0,0,0
55,6,45,0,0,1,1,0
51,9,35,0,0,1,1,1
65,6,40,0,0,1,0,0
21,13,45,0,0,0,1,0
40,9,40,0,0,0,0,0
58,10,37,0,0,0,1,0
53,9,58,0,0,0,0,0
39,14,50,0,1848,1,1,1
56,9,40,0,0,1,1,0
37,10,50,0,0,1,1,0
44,13,40,0,0,1,1,0
49,5,38,0,0,1,0,0
36,10,50,0,0,1,1,1
59,13,60,0,0,1,1,0
33,9,40,0,0,0,0,0
36,15,50,27828,0,1,1,1
26,10,25,0,0,0,1,0
22,6,25,0,1762,0,1,0
25,14,40,0,0,1,1,0
28,10,15,0,0,0,1,0
41,12,38,0,0,0,0,0
45,11,70,0,0,1,1,0
43,9,40,0,0,1,1,0
30,5,40,0,0,1,1,0
33,9,50,0,0,1,1,0
34,10,40,0,0,1,1,0
21,11,30,0,0,1,1,0
31,13,45,0,1902,1,1,1
48,3,40,0,0,1,1,0
22,10,20,0,0,0,1,0
47,10,60,0,0,0,0,0
27,13,40,0,0,0,1,0
18,7,25,0,0,1,1,0
43,14,40,0,0,1,1,1
36,10,20,0,0,0,0,0
37,9,40,0,0,1,0,0
24,11,20,0,0,1,1,0
24,9,40,0,0,1,1,0
38,13,70,3908,0,1,1,0
48,13,40,0,0,1,1,1
75,2,16,0,0,0,1,0
43,13,70,0,0,1,0,1
64,13,50,0,0,0,0,0
67,16,5,20051,0,1,1,1
36,9,40,0,0,0,0,0
53,10,40,0,0,1,1,0
22,10,20,0,0,1,1,0
73,9,36,0,0,0,1,0
46,9,40,0,0,0,0,0
45,9,40,5013,0,1,1,0
43,9,40,0,0,1,1,1
20,9,20,0,0,1,1,0
43,10,40,0,0,1,0,0
21,8,48,0,0,1,1,0
40,9,25,0,0,0,0,0
36,13,40,0,0,1,1,1
64,13,45,0,0,1,0,0
19,10,40,0,0,0,1,0
46,10,38,5178,0,1,1,1
46,14,65,0,0,0,0,1
41,13,70,0,0,0,1,0
29,10,8,0,0,0,0,0
28,10,40,0,0,0,1,0
23,10,45,0,0,1,1,0
30,13,60,0,0,0,1,1
44,13,40,0,0,0,1,0
27,9,45,0,0,1,1,1
25,9,34,0,0,0,1,0
29,6,40,0,0,1,1,0
54,9,40,0,0,1,1,1
27,13,65,0,0,1,1,0
34,9,35,0,0,1,1,0
38,10,50,0,0,1,1,0
24,9,40,0,0,0,1,0
56,14,40,0,0,0,1,1
35,9,62,0,0,1,1,0
23,11,30,0,0,0,1,0
23,10,40,0,0,1,1,0
19,10,20,0,0,0,1,0
42,15,35,7298,0,1,1,1
46,13,45,15024,0,1,1,1
48,9,84,0,0,0,0,0
27,9,40,0,0,1,1,0
22,12,15,0,0,1,1,0
49,10,70,0,0,1,1,1
23,10,20,0,0,1,1,0
24,9,40,0,0,1,1,0
34,9,40,0,0,1,1,0
25,9,40,0,0,1,1,0
33,10,50,0,0,1,1,0
22,12,27,0,0,0,1,0
54,9,30,0,0,0,1,0
39,14,40,0,0,0,1,0
25,13,40,0,0,0,1,0
75,9,26,0,0,1,1,0
28,9,30,0,0,1,1,0
50,13,50,0,0,0,0,0
62,13,55,0,0,1,1,1
40,9,40,0,0,1,1,0
58,13,37,0,0,0,1,0
24,12,40,0,0,0,1,0
21,9,30,0,0,0,1,0
40,13,50,15024,0,1,1,1
45,11,42,0,1902,1,1,1
48,9,60,0,0,1,1,0
34,9,70,0,0,1,1,0
23,9,40,0,0,0,1,0
43,14,50,10520,0,0,1,1
42,10,40,0,0,1,1,0
39,13,50,15024,0,1,1,1
52,9,60,0,0,1,1,0
21,10,35,0,0,0,1,0
56,13,60,0,0,0,1,0
48,9,40,0,0,0,1,1
37,9,70,0,0,0,0,1
25,9,35,0,0,1,1,0
40,13,40,0,0,1,1,1
34,7,45,0,0,1,1,0
52,9,40,0,0,1,0,0
41,13,42,0,1902,1,1,1
36,9,40,0,0,1,1,0
21,11,40,0,1504,1,1,0
28,13,40,0,0,0,1,0
31,13,60,0,0,1,1,1
20,10,9,0,0,1,1,0
68,9,40,0,0,1,1,1
35,9,40,0,0,1,1,0
32,9,40,0,0,1,1,0
64,14,50,0,0,1,1,1
17,6,23,0,0,0,1,0
25,13,20,0,0,1,1,0
74,9,25,0,0,0,0,0
31,11,40,0,0,1,1,0
51,16,40,7298,0,1,1,1
67,9,10,0,0,1,1,0
42,9,40,3325,0,1,1,0
29,9,40,0,0,1,1,0
31,9,40,0,0,1,1,0
21,9,37,0,0,1,1,0
67,6,16,0,0,1,1,0
41,9,40,0,0,1,0,1
27,13,36,0,0,0,1,0
51,8,50,0,0,1,0,0
21,7,40,0,0,0,1,0
28,9,46,0,0,1,1,0
21,10,40,0,0,1,1,0
28,11,40,0,0,1,1,1
29,9,35,0,0,1,1,0
39,9,70,0,0,1,1,0
21,13,40,0,0,1,1,0
43,11,40,0,0,1,1,0
44,9,40,14344,0,1,1,1
28,7,50,0,0,1,1,0
31,5,43,0,0,1,1,1
18,9,30,0,0,1,1,0
27,10,45,0,0,0,1,0
34,10,40,0,0,1,1,0
25,9,40,0,0,1,1,0
34,13,40,0,0,1,1,0
43,9,40,7688,0,1,1,1
40,14,50,0,0,1,1,0
21,9,35,0,0,0,1,0
25,10,25,0,0,0,0,0
21,9,40,0,0,0,1,0
19,10,30,0,0,1,1,0
49,12,40,0,0,1,1,1
20,10,20,0,0,1,1,0
36,7,47,0,0,1,1,0
32,10,40,0,0,0,0,0
23,10,32,0,0,1,1,0
21,10,10,0,0,1,1,0
25,13,40,0,0,1,1,0
26,3,40,0,0,1,1,0
24,13,40,0,0,0,1,0
22,10,20,0,0,0,1,0
26,9,40,0,0,0,1,0
22,5,40,0,0,1,1,0
41,13,40,0,0,1,1,1
18,9,40,0,0,0,1,0
24,13,40,0,0,1,1,0
38,9,48,0,1740,1,1,0
36,13,17,0,0,0,1,0
45,14,55,0,0,0,0,0
38,10,40,0,0,1,1,1
38,9,50,0,0,1,1,1
34,9,40,0,0,1,1,0
53,12,40,0,0,1,1,0
32,11,40,0,0,0,1,1
17,7,30,0,0,0,1,0
45,13,40,7298,0,1,1,1
31,9,48,0,0,1,1,0
47,16,45,0,0,1,1,0
27,9,50,0,0,1,1,0
61,10,30,0,0,0,1,0
33,9,40,0,0,1,1,0
67,9,40,0,0,0,0,0
38,13,40,0,0,1,0,0
25,9,40,0,0,0,0,0
33,3,40,0,0,0,1,0
27,9,40,0,0,0,1,0
45,9,60,0,0,1,1,1
24,13,40,0,0,0,1,0
23,11,40,0,0,1,1,0
48,10,40,0,0,0,0,0
61,10,40,0,0,1,1,1
22,9,20,0,0,0,1,0
34,11,40,0,0,0,0,0
32,9,40,5178,0,1,1,1
35,10,50,0,0,0,0,0
36,6,40,0,0,1,1,0
24,9,40,0,0,1,1,0
60,5,40,0,0,1,1,0
28,13,43,0,0,0,1,0
64,9,20,0,0,1,0,0
22,9,35,0,0,0,1,0
27,3,65,0,0,0,1,0
36,10,60,0,0,1,0,0
27,9,30,0,0,0,1,0
52,10,40,0,0,0,0,0
57,9,45,0,0,1,1,0
23,10,24,0,0,1,1,0
29,9,40,0,0,1,1,0
34,9,80,0,0,1,1,0
38,9,30,0,0,0,1,0
50,9,84,0,0,1,1,1
50,7,40,0,0,1,1,0
51,13,40,0,0,0,1,1
17,6,40,0,0,1,1,0
25,7,40,0,0,0,1,0
19,9,40,0,0,1,1,0
43,9,40,0,0,1,1,0
59,10,60,14084,0,1,0,1
39,14,40,6849,0,1,1,0
18,5,40,0,0,1,1,0
27,14,40,0,0,0,1,0
39,11,60,0,0,1,1,0
44,13,40,0,0,1,1,1
19,9,35,0,0,0,1,0
32,9,40,0,0,1,1,0
48,9,40,0,0,1,1,1
46,12,50,0,0,1,1,0
65,7,20,0,0,0,0,0
57,13,45,0,0,1,1,1
48,9,32,0,0,0,1,0
46,4,40,0,1651,1,1,0
27,6,40,0,0,1,1,0
29,10,40,0,1485,1,1,1
21,9,25,0,0,0,1,0
20,10,12,0,0,0,1,0
51,9,40,0,0,1,1,0
35,10,40,0,1740,1,1,0
29,9,70,0,0,1,1,0
30,10,40,15024,0,1,1,1
65,9,15,0,0,0,0,0
20,9,35,0,0,0,1,0
47,10,40,0,0,1,1,0
41,9,40,2174,0,1,0,0
17,5,16,0,0,0,1,0
38,3,40,0,0,1,1,0
38,14,40,0,0,1,1,1
39,9,4,0,0,0,1,0
24,9,38,0,0,0,0,0
52,6,41,0,0,1,1,0
46,10,58,0,0,1,1,1
22,13,30,0,0,0,1,0
56,14,50,0,0,1,1,0
37,7,30,0,0,0,0,0
59,13,55,0,0,1,0,1
19,7,55,0,2129,1,1,0
31,5,45,0,0,1,1,0
22,10,20,0,0,1,1,0
48,16,60,0,0,0,1,1
63,13,60,0,0,1,1,0
33,9,45,7298,0,1,1,1
53,9,10,0,0,1,1,0
38,11,40,0,0,1,1,1
39,12,24,0,0,1,1,0
59,15,50,0,0,1,1,0
45,9,40,0,0,1,1,0
39,10,45,0,0,0,0,0
60,9,35,0,0,0,0,0
38,13,56,0,0,0,0,0
31,9,40,0,0,1,0,0
61,13,50,0,0,1,1,1
66,13,24,0,0,1,1,0
26,13,20,0,0,1,1,0
60,15,80,0,2415,1,1,1
68,4,15,0,0,0,0,0
32,10,60,0,0,1,0,0
25,13,20,0,0,0,1,0
43,9,40,0,0,1,1,0
26,13,44,0,0,1,1,0
55,14,55,99999,0,1,1,1
66,6,11,0,0,0,0,0
31,9,40,0,0,1,1,0
35,3,50,0,0,1,1,0
58,15,40,27828,0,1,1,1
56,14,40,0,0,1,1,1
22,10,16,0,0,1,1,0
46,13,40,0,0,1,1,1
33,10,35,0,0,0,1,0
26,14,30,0,0,1,1,0
42,13,50,0,0,1,1,0
45,9,40,0,0,0,1,0
43,10,6,0,0,0,1,0
19,7,20,0,0,1,1,0
27,13,99,0,0,0,1,0
51,9,40,7688,0,1,1,1
42,9,40,0,0,1,1,0
